Player,Season,Age,Tm,Lg,G,MP,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,All NBA
Klay Thompson,2015-16,25,GSW,NBA,80,2666,80,11.8,25.1,6.8,13.3,5.0,11.8,3.5,4.0,0.6,4.9,5.5,3.0,1.1,0.9,2.5,2.8,32.1,0.47,0.51,0.425,0.569,0.873,0.597,1
Andre Drummond,2015-16,22,DET,NBA,81,2666,81,10.5,20.1,10.4,20.0,0.0,0.1,3.9,11.1,7.5,15.2,22.7,1.3,2.3,2.1,2.9,4.6,24.9,0.521,0.522,0.33299999999999996,0.522,0.355,0.499,1
Ty Lawson,2014-15,27,DEN,NBA,75,2665,75,7.6,17.4,6.3,13.5,1.3,3.8,5.0,6.8,0.8,3.6,4.4,13.5,1.7,0.2,3.5,2.4,21.4,0.436,0.463,0.341,0.474,0.73,0.526,0
Jeff Teague,2016-17,28,IND,NBA,82,2657,82,7.6,17.1,5.9,12.4,1.7,4.7,6.8,7.8,0.6,5.6,6.2,12.0,1.9,0.6,4.1,3.1,23.6,0.442,0.475,0.35700000000000004,0.4920000000000001,0.867,0.574,0
Marcin Gortat,2013-14,29,WAS,NBA,81,2655,80,8.8,16.3,8.8,16.3,0.0,0.0,3.0,4.4,3.9,11.0,14.9,2.7,0.8,2.3,2.4,3.9,20.7,0.542,0.541,1.0,0.542,0.6859999999999999,0.568,0
Gorgui Dieng,2016-17,27,MIN,NBA,82,2653,82,6.3,12.6,6.0,11.8,0.3,0.8,2.6,3.2,3.6,8.8,12.4,3.0,1.7,1.8,2.0,4.9,15.6,0.502,0.511,0.3720000000000001,0.514,0.8140000000000001,0.555,0
Klay Thompson,2018-19,28,GSW,NBA,78,2652,78,11.8,25.2,7.4,14.4,4.3,10.7,2.3,2.8,0.7,4.7,5.4,3.3,1.5,0.8,2.1,2.8,30.1,0.467,0.516,0.402,0.5529999999999999,0.816,0.5710000000000001,0
Klay Thompson,2016-17,26,GSW,NBA,78,2649,78,11.7,25.0,6.8,13.2,4.9,11.8,3.4,4.0,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,0.468,0.516,0.414,0.565,0.853,0.5920000000000001,0
Andre Drummond,2018-19,25,DET,NBA,79,2647,79,10.4,19.6,10.4,18.9,0.1,0.7,4.5,7.7,7.9,15.1,22.9,2.1,2.5,2.6,3.3,5.1,25.5,0.5329999999999999,0.5479999999999999,0.132,0.536,0.59,0.555,0
Paul Millsap,2015-16,30,ATL,NBA,81,2647,81,9.4,19.9,8.0,15.6,1.4,4.3,5.8,7.6,3.7,10.0,13.7,4.9,2.7,2.6,3.6,4.4,25.9,0.47,0.512,0.319,0.505,0.757,0.556,0
Isaiah Thomas,2015-16,26,BOS,NBA,82,2644,79,10.9,25.5,7.8,16.9,3.1,8.6,8.7,10.0,0.8,3.6,4.5,9.4,1.7,0.2,4.1,3.1,33.6,0.428,0.462,0.359,0.488,0.871,0.562,0
Wesley Matthews,2015-16,29,DAL,NBA,78,2644,78,6.4,16.4,2.7,6.3,3.6,10.1,2.4,2.8,0.5,4.1,4.6,2.9,1.5,0.3,1.5,3.4,18.8,0.388,0.4320000000000001,0.36,0.498,0.863,0.532,0
Joe Johnson,2012-13,31,BRK,NBA,72,2642,72,9.1,21.5,6.1,13.4,3.0,8.1,2.7,3.3,1.1,3.4,4.5,5.2,1.0,0.3,2.5,2.0,23.9,0.423,0.452,0.375,0.493,0.82,0.521,0
Goran Dragić,2014-15,28,TOT,NBA,78,2640,78,9.7,19.3,7.9,14.3,1.7,5.0,3.5,4.5,1.6,3.7,5.3,6.7,1.5,0.3,3.3,3.8,24.5,0.501,0.555,0.34700000000000003,0.546,0.774,0.5770000000000001,0
Jeremy Lin,2012-13,24,HOU,NBA,82,2640,82,7.5,17.0,5.8,12.1,1.6,4.9,4.1,5.2,0.6,4.1,4.7,9.4,2.5,0.5,4.5,3.9,20.7,0.441,0.483,0.339,0.49,0.785,0.5379999999999999,0
Stephen Curry,2016-17,28,GSW,NBA,79,2638,79,12.3,26.3,6.4,11.9,5.9,14.4,5.9,6.6,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,0.46799999999999997,0.537,0.41100000000000003,0.58,0.898,0.624,1
Donovan Mitchell,2017-18,21,UTA,NBA,79,2638,71,11.3,25.9,7.8,15.4,3.6,10.5,4.5,5.6,1.0,4.6,5.6,5.5,2.2,0.5,4.1,4.0,30.7,0.4370000000000001,0.502,0.34,0.506,0.805,0.541,0
Ricky Rubio,2013-14,23,MIN,NBA,82,2638,82,4.8,12.5,3.9,10.0,0.8,2.5,4.2,5.3,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,0.381,0.393,0.331,0.413,0.802,0.491,0
Harrison Barnes,2017-18,25,DAL,NBA,77,2634,77,10.2,23.0,8.0,16.7,2.3,6.3,4.9,6.0,1.5,7.5,8.9,2.9,0.9,0.3,2.2,1.8,27.7,0.445,0.478,0.35700000000000004,0.494,0.8270000000000001,0.539,0
Aaron Gordon,2018-19,23,ORL,NBA,78,2633,78,8.7,19.4,6.5,13.0,2.2,6.4,3.4,4.7,2.4,8.3,10.7,5.4,1.1,1.0,3.0,3.2,23.2,0.449,0.499,0.349,0.507,0.731,0.5379999999999999,0
Al Horford,2015-16,29,ATL,NBA,82,2631,82,9.9,19.7,8.3,14.9,1.7,4.8,1.9,2.4,2.8,8.4,11.2,4.9,1.3,2.3,2.0,3.1,23.5,0.505,0.557,0.344,0.547,0.7979999999999999,0.565,0
Tayshaun Prince,2012-13,32,TOT,NBA,82,2631,81,7.3,16.7,6.5,14.8,0.8,1.9,2.0,2.6,1.5,5.9,7.4,4.0,1.0,0.5,1.8,1.7,17.3,0.438,0.442,0.404,0.461,0.738,0.486,0
Russell Westbrook,2018-19,30,OKC,NBA,73,2630,73,11.2,26.1,9.1,18.8,2.1,7.3,5.3,8.0,1.9,12.4,14.3,13.9,2.5,0.6,5.8,4.3,29.7,0.428,0.48100000000000004,0.29,0.46799999999999997,0.6559999999999999,0.501,1
Thaddeus Young,2012-13,24,PHI,NBA,76,2629,76,10.2,19.2,10.2,19.1,0.0,0.2,2.2,3.8,3.7,7.8,11.5,2.5,2.7,1.1,1.8,3.8,22.6,0.531,0.535,0.125,0.532,0.574,0.541,0
Dirk Nowitzki,2013-14,35,DAL,NBA,80,2628,80,12.4,24.9,9.8,18.4,2.6,6.4,6.6,7.3,0.8,8.9,9.7,4.2,1.4,0.9,2.3,3.2,33.9,0.4970000000000001,0.532,0.398,0.5489999999999999,0.899,0.603,0
Jeff Teague,2012-13,24,ATL,NBA,80,2628,78,8.7,19.2,6.9,14.3,1.8,4.9,3.9,4.5,0.5,3.1,3.5,11.4,2.3,0.6,4.5,3.6,23.0,0.451,0.482,0.359,0.496,0.8809999999999999,0.5429999999999999,0
Karl-Anthony Towns,2015-16,20,MIN,NBA,82,2627,82,12.0,22.1,11.4,20.4,0.6,1.7,4.3,5.3,4.4,12.1,16.5,3.1,1.1,2.6,3.5,4.7,28.8,0.542,0.5589999999999999,0.341,0.555,0.8109999999999999,0.59,0
Andre Drummond,2017-18,24,DET,NBA,78,2625,78,8.9,16.7,8.9,16.5,0.0,0.2,4.5,7.5,7.6,16.1,23.7,4.5,2.2,2.4,3.8,4.8,22.3,0.529,0.536,0.0,0.529,0.605,0.555,0
Blake Griffin,2018-19,29,DET,NBA,75,2622,75,11.6,25.2,8.1,15.4,3.6,9.8,7.8,10.3,1.9,8.7,10.6,7.6,1.0,0.5,4.8,3.7,34.6,0.462,0.525,0.36200000000000004,0.532,0.753,0.581,1
George Hill,2012-13,26,IND,NBA,76,2620,76,7.8,17.7,5.2,10.5,2.6,7.2,3.5,4.3,1.0,4.8,5.8,7.2,1.6,0.5,2.4,2.7,21.9,0.443,0.494,0.368,0.518,0.8170000000000001,0.5579999999999999,0
DeMar DeRozan,2016-17,27,TOR,NBA,74,2620,74,13.9,29.9,13.3,27.5,0.6,2.4,10.5,12.5,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,0.467,0.484,0.266,0.47700000000000004,0.8420000000000001,0.552,1
Andre Drummond,2013-14,20,DET,NBA,81,2619,81,9.2,14.8,9.2,14.8,0.0,0.0,2.6,6.3,8.5,12.2,20.7,0.7,2.0,2.5,2.1,5.3,21.1,0.623,0.625,0.0,0.623,0.418,0.599,0
Gordon Hayward,2014-15,24,UTA,NBA,76,2618,76,9.8,22.0,7.4,15.4,2.4,6.7,7.6,9.4,1.1,6.5,7.6,6.3,2.2,0.6,4.2,2.7,29.7,0.445,0.481,0.364,0.5,0.812,0.5670000000000001,0
Nicolas Batum,2016-17,28,CHO,NBA,77,2617,77,7.5,18.7,4.9,10.9,2.6,7.8,4.7,5.4,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,0.403,0.453,0.333,0.472,0.856,0.529,0
Buddy Hield,2018-19,26,SAC,NBA,82,2615,82,11.1,24.2,6.1,12.6,4.9,11.6,3.0,3.4,1.9,5.4,7.3,3.6,1.0,0.6,2.6,3.6,30.2,0.458,0.487,0.4270000000000001,0.56,0.8859999999999999,0.5870000000000001,0
Kemba Walker,2013-14,23,CHA,NBA,73,2614,73,8.9,22.7,6.8,16.2,2.2,6.5,5.6,6.7,0.8,5.3,6.1,8.9,1.7,0.6,3.4,2.5,25.6,0.393,0.417,0.333,0.441,0.8370000000000001,0.499,0
Stephen Curry,2014-15,26,GSW,NBA,80,2613,80,12.2,25.1,6.9,13.0,5.3,12.1,5.8,6.3,1.0,5.3,6.4,11.6,3.0,0.3,4.7,3.0,35.5,0.48700000000000004,0.528,0.44299999999999995,0.594,0.914,0.638,1
Jerami Grant,2018-19,24,OKC,NBA,80,2612,77,7.3,14.7,5.3,9.5,2.1,5.2,2.8,3.9,1.7,5.7,7.5,1.4,1.1,1.8,1.2,3.8,19.5,0.4970000000000001,0.555,0.392,0.5670000000000001,0.71,0.5920000000000001,0
Corey Brewer,2013-14,27,MIN,NBA,81,2609,81,7.3,15.3,6.2,11.3,1.1,4.0,3.1,4.3,1.2,2.7,3.9,2.6,2.9,0.6,2.0,4.0,18.9,0.481,0.552,0.28,0.517,0.718,0.55,0
Thaddeus Young,2017-18,29,IND,NBA,81,2607,81,8.1,16.6,7.0,13.1,1.1,3.5,1.1,1.8,3.5,6.3,9.8,2.9,2.6,0.7,2.0,3.4,18.3,0.487,0.531,0.32,0.521,0.598,0.528,0
Zach Randolph,2012-13,31,MEM,NBA,76,2607,75,9.8,21.3,9.8,20.8,0.0,0.5,4.7,6.2,6.5,11.3,17.8,2.2,1.3,0.6,3.1,3.7,24.3,0.46,0.469,0.087,0.461,0.75,0.506,0
Justin Holiday,2018-19,29,TOT,NBA,82,2607,77,5.6,14.6,2.6,5.9,3.0,8.8,1.8,2.0,0.9,5.2,6.1,2.7,2.3,0.7,2.0,3.1,16.1,0.386,0.442,0.348,0.49,0.8959999999999999,0.52,0
Otto Porter,2016-17,23,WAS,NBA,80,2605,80,7.8,15.2,5.0,8.7,2.8,6.5,1.9,2.3,2.2,7.5,9.7,2.3,2.2,0.8,0.8,3.7,20.3,0.516,0.5760000000000001,0.434,0.608,0.8320000000000001,0.628,0
Collin Sexton,2018-19,20,CLE,NBA,82,2605,72,9.9,23.0,7.6,17.4,2.3,5.6,4.1,4.9,1.1,3.4,4.5,4.6,0.8,0.1,3.5,3.5,26.1,0.43,0.44,0.402,0.48,0.8390000000000001,0.52,0
Robin Lopez,2013-14,25,POR,NBA,82,2603,82,6.9,12.5,6.9,12.5,0.0,0.0,3.8,4.7,6.3,7.3,13.6,1.4,0.5,2.7,1.6,3.8,17.6,0.551,0.552,0.0,0.551,0.818,0.605,0
Donovan Mitchell,2018-19,22,UTA,NBA,77,2598,77,12.2,28.2,8.7,18.6,3.5,9.6,5.9,7.3,1.1,4.7,5.8,5.9,2.0,0.6,4.0,3.8,33.7,0.4320000000000001,0.468,0.362,0.493,0.8059999999999999,0.537,0
DeAndre Jordan,2015-16,27,LAC,NBA,77,2598,77,6.9,9.8,6.9,9.8,0.0,0.0,5.1,11.9,5.1,15.3,20.4,1.7,1.0,3.4,2.1,4.0,18.9,0.703,0.7040000000000001,0.0,0.703,0.43,0.628,1
Blake Griffin,2012-13,23,LAC,NBA,80,2598,80,11.7,21.7,11.6,21.2,0.1,0.6,5.7,8.6,3.8,9.6,13.4,6.1,2.0,1.0,3.8,4.7,29.2,0.5379999999999999,0.5479999999999999,0.179,0.541,0.66,0.5720000000000001,1
Tristan Thompson,2013-14,22,CLE,NBA,82,2594,82,7.2,15.1,7.2,15.1,0.0,0.0,4.7,6.7,5.3,9.6,15.0,1.4,0.8,0.7,2.1,3.7,19.1,0.477,0.478,0.0,0.477,0.693,0.528,0
Jimmy Butler,2013-14,24,CHI,NBA,67,2591,67,5.6,14.2,4.3,9.3,1.4,4.9,5.3,6.9,1.8,5.0,6.8,3.6,2.6,0.7,2.1,2.2,18.0,0.397,0.457,0.28300000000000003,0.446,0.769,0.522,0
Lou Williams,2017-18,31,LAC,NBA,79,2589,19,10.9,25.1,7.4,15.4,3.5,9.7,8.1,9.2,0.8,3.0,3.7,7.8,1.6,0.4,4.4,2.0,33.5,0.435,0.484,0.359,0.505,0.88,0.574,0
Kentavious Caldwell-Pope,2014-15,21,DET,NBA,82,2587,82,7.8,19.4,4.7,10.6,3.1,8.9,2.2,3.2,0.9,4.2,5.1,2.2,1.9,0.4,1.9,3.2,20.9,0.401,0.449,0.345,0.48,0.696,0.501,0
E'Twaun Moore,2017-18,28,NOP,NBA,82,2586,80,7.8,15.4,5.4,9.8,2.4,5.6,0.9,1.3,1.1,3.3,4.4,3.5,1.5,0.2,1.9,3.4,18.9,0.508,0.556,0.425,0.585,0.706,0.593,0
Mike Dunleavy,2013-14,33,CHI,NBA,82,2584,61,6.9,15.9,4.3,9.3,2.5,6.7,2.9,3.4,0.9,6.2,7.1,3.8,1.3,0.9,2.2,3.4,19.1,0.43,0.467,0.38,0.51,0.8540000000000001,0.5489999999999999,0
Markieff Morris,2014-15,25,PHO,NBA,82,2581,82,9.9,21.2,8.8,17.8,1.1,3.5,3.4,4.5,2.1,7.6,9.8,3.7,2.0,0.8,3.3,4.7,24.3,0.465,0.494,0.318,0.491,0.763,0.523,0
Goran Dragić,2012-13,26,PHO,NBA,77,2581,77,8.0,18.0,6.2,12.5,1.8,5.5,4.9,6.5,1.2,3.5,4.7,11.3,2.5,0.5,4.2,4.3,22.6,0.443,0.4970000000000001,0.319,0.491,0.748,0.54,0
Al Jefferson,2012-13,28,UTA,NBA,78,2578,78,12.5,25.3,12.5,25.0,0.0,0.3,3.4,4.4,3.2,11.5,14.7,3.4,1.6,1.8,2.2,3.5,28.5,0.494,0.5,0.118,0.495,0.77,0.522,0
Kevin Durant,2015-16,27,OKC,NBA,72,2578,72,13.4,26.6,9.9,17.3,3.6,9.3,8.6,9.6,0.9,10.5,11.3,7.0,1.3,1.6,4.8,2.6,39.1,0.505,0.569,0.387,0.573,0.898,0.634,1
Joe Ingles,2017-18,30,UTA,NBA,82,2578,81,6.5,14.0,2.5,4.9,4.0,9.0,1.3,1.6,0.5,6.2,6.7,7.6,1.8,0.4,3.1,3.5,18.3,0.467,0.516,0.44,0.609,0.795,0.623,0
Rudy Gobert,2018-19,26,UTA,NBA,81,2577,80,8.8,13.2,8.8,13.2,0.0,0.0,6.2,9.7,5.7,13.6,19.3,3.0,1.2,3.5,2.4,4.3,23.8,0.669,0.669,,0.669,0.636,0.682,1
Joe Johnson,2013-14,32,BRK,NBA,79,2575,79,9.4,20.8,6.1,12.5,3.3,8.2,3.2,4.0,1.0,4.5,5.5,4.4,1.0,0.2,2.4,2.6,25.4,0.454,0.489,0.401,0.5329999999999999,0.815,0.564,0
Paul Pierce,2012-13,35,BOS,NBA,77,2575,77,9.7,22.2,6.7,14.4,2.9,7.8,6.8,8.6,0.9,9.0,9.9,7.5,1.7,0.6,4.3,4.3,29.1,0.436,0.466,0.38,0.502,0.787,0.5589999999999999,0
Bojan Bogdanović,2018-19,29,IND,NBA,81,2573,81,9.9,20.0,6.8,12.6,3.1,7.3,4.7,5.8,0.6,5.7,6.3,3.1,1.3,0.0,2.5,2.6,27.6,0.4970000000000001,0.5379999999999999,0.425,0.575,0.807,0.613,0
Victor Oladipo,2014-15,22,ORL,NBA,72,2573,71,9.4,21.6,7.7,16.7,1.7,4.9,5.2,6.4,1.0,5.0,6.0,5.9,2.4,0.4,4.1,3.7,25.7,0.436,0.464,0.339,0.474,0.8190000000000001,0.527,0
DeAndre Jordan,2016-17,28,LAC,NBA,81,2570,81,8.0,11.2,8.0,11.2,0.0,0.0,4.0,8.3,5.8,15.9,21.7,1.9,1.0,2.6,2.2,4.1,20.0,0.7140000000000001,0.7170000000000001,0.0,0.7140000000000001,0.48200000000000004,0.6729999999999999,1
Isaiah Thomas,2016-17,27,BOS,NBA,76,2569,76,13.2,28.4,8.4,16.0,4.7,12.5,11.4,12.5,0.8,3.1,4.0,8.6,1.4,0.3,4.1,3.2,42.4,0.46299999999999997,0.528,0.379,0.546,0.909,0.625,1
Joe Ingles,2018-19,31,UTA,NBA,82,2568,82,6.7,14.9,3.2,5.9,3.5,9.0,1.6,2.3,0.7,5.5,6.1,8.7,1.8,0.4,3.6,3.4,18.5,0.448,0.5329999999999999,0.391,0.565,0.7070000000000001,0.581,0
Tobias Harris,2016-17,24,DET,NBA,82,2567,48,10.1,20.9,7.9,14.7,2.1,6.2,3.7,4.4,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,0.481,0.537,0.34700000000000003,0.532,0.841,0.568,0
Evan Fournier,2015-16,23,ORL,NBA,79,2566,71,8.4,18.1,5.3,10.5,3.0,7.6,3.9,4.6,0.6,3.7,4.4,4.2,1.9,0.0,2.6,4.2,23.6,0.462,0.506,0.4,0.546,0.836,0.5870000000000001,0
Marcus Morris,2016-17,27,DET,NBA,79,2565,79,8.3,19.8,6.0,12.8,2.3,7.0,2.9,3.6,1.5,5.7,7.2,3.2,1.0,0.5,1.7,3.3,21.8,0.418,0.466,0.331,0.477,0.784,0.508,0
Jamal Murray,2017-18,20,DEN,NBA,81,2565,80,9.3,20.5,6.1,12.1,3.2,8.4,4.4,4.9,1.6,4.2,5.7,5.3,1.5,0.5,3.3,3.3,26.1,0.451,0.502,0.378,0.529,0.905,0.5760000000000001,0
Tristan Thompson,2012-13,21,CLE,NBA,82,2564,82,7.9,16.2,7.9,16.1,0.0,0.1,3.6,5.9,6.2,9.5,15.7,2.2,1.2,1.4,2.5,4.7,19.4,0.488,0.49,0.0,0.488,0.608,0.516,0
Nikola Vučević,2012-13,22,ORL,NBA,77,2559,77,9.4,18.1,9.4,18.0,0.0,0.1,1.8,2.6,5.6,13.1,18.7,2.9,1.2,1.6,2.9,4.4,20.5,0.519,0.52,0.0,0.519,0.6829999999999999,0.534,0
Marcin Gortat,2016-17,32,WAS,NBA,82,2556,82,7.5,13.0,7.5,13.0,0.0,0.0,2.0,3.1,4.6,11.8,16.4,2.3,0.8,1.2,2.3,4.1,17.0,0.579,0.58,0.0,0.579,0.648,0.593,0
Jodie Meeks,2013-14,26,LAL,NBA,77,2556,70,7.9,17.0,4.8,9.3,3.1,7.7,4.2,4.9,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,0.463,0.514,0.401,0.5539999999999999,0.857,0.601,0
Al Jefferson,2013-14,29,CHA,NBA,73,2553,73,14.2,28.0,14.2,27.7,0.1,0.3,3.9,5.6,3.2,12.9,16.1,3.2,1.4,1.6,2.5,3.6,32.4,0.509,0.512,0.2,0.51,0.69,0.532,1
Evan Fournier,2018-19,26,ORL,NBA,81,2553,81,9.0,20.5,6.0,11.9,2.9,8.6,2.6,3.3,0.7,4.2,4.9,5.7,1.4,0.2,3.0,4.3,23.5,0.438,0.509,0.34,0.509,0.8059999999999999,0.536,0
Arron Afflalo,2013-14,28,ORL,NBA,73,2552,73,9.3,20.3,6.7,14.3,2.6,6.0,5.5,6.7,0.6,4.6,5.3,5.0,0.7,0.1,2.9,2.7,26.7,0.459,0.473,0.4270000000000001,0.522,0.815,0.574,0
Victor Oladipo,2017-18,25,IND,NBA,75,2552,75,12.5,26.3,9.4,17.8,3.2,8.5,5.8,7.2,0.9,6.7,7.6,6.3,3.5,1.1,4.3,3.4,34.0,0.47700000000000004,0.528,0.371,0.537,0.799,0.5770000000000001,1
Jordan Clarkson,2015-16,23,LAL,NBA,79,2552,79,9.3,21.6,7.2,15.3,2.2,6.3,3.2,4.0,1.8,4.3,6.2,3.8,1.7,0.1,2.7,3.3,24.1,0.433,0.468,0.34700000000000003,0.483,0.804,0.516,0
James Harden,2017-18,28,HOU,NBA,72,2551,72,12.6,27.9,7.4,14.0,5.1,13.9,12.0,14.0,0.8,6.7,7.5,12.2,2.4,1.0,6.1,3.3,42.3,0.449,0.531,0.3670000000000001,0.541,0.858,0.619,1
Pascal Siakam,2018-19,24,TOR,NBA,80,2548,79,9.8,17.8,8.3,13.7,1.5,4.0,4.5,5.7,2.3,8.0,10.3,4.7,1.4,1.0,2.9,4.5,25.5,0.5489999999999999,0.602,0.369,0.591,0.785,0.628,0
De'Aaron Fox,2018-19,21,SAC,NBA,81,2546,81,9.2,20.1,7.7,15.9,1.6,4.2,5.5,7.6,0.8,4.8,5.6,10.8,2.4,0.8,4.1,3.7,25.6,0.458,0.482,0.371,0.4970000000000001,0.727,0.544,0
Carlos Boozer,2012-13,31,CHI,NBA,79,2546,79,11.5,24.1,11.5,24.0,0.0,0.0,4.1,5.6,3.7,12.6,16.3,3.8,1.4,0.6,3.7,5.0,27.0,0.477,0.478,0.0,0.477,0.731,0.51,0
Karl-Anthony Towns,2018-19,23,MIN,NBA,77,2545,77,12.8,24.7,10.1,18.1,2.7,6.7,7.1,8.5,5.0,13.0,18.0,4.9,1.3,2.4,4.5,5.5,35.4,0.518,0.562,0.4,0.5720000000000001,0.836,0.622,0
Andrew Wiggins,2018-19,23,MIN,NBA,73,2543,73,9.4,22.8,7.2,16.2,2.2,6.6,3.9,5.6,1.6,5.1,6.6,3.5,1.3,0.9,2.6,2.9,24.9,0.412,0.441,0.339,0.461,0.6990000000000001,0.493,0
Jeff Teague,2013-14,25,ATL,NBA,79,2542,79,9.1,20.8,7.6,16.3,1.5,4.5,6.3,7.5,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26.0,0.438,0.469,0.329,0.474,0.846,0.541,0
Giannis Antetokounmpo,2014-15,20,MIL,NBA,81,2541,71,7.7,15.7,7.5,14.8,0.1,0.9,5.2,7.0,2.0,8.9,10.9,4.2,1.5,1.7,3.5,5.1,20.7,0.491,0.511,0.159,0.496,0.741,0.552,0
Alonzo Gee,2012-13,25,CLE,NBA,82,2541,82,6.2,15.2,4.8,10.7,1.4,4.5,3.3,4.2,1.5,5.0,6.6,2.7,2.2,0.6,2.7,4.1,17.2,0.41,0.45,0.315,0.456,0.795,0.505,0
Rodney Hood,2015-16,23,UTA,NBA,79,2541,79,8.5,20.2,5.1,10.9,3.3,9.3,3.6,4.2,0.8,4.8,5.5,4.4,1.5,0.3,2.6,4.2,23.9,0.42,0.472,0.359,0.503,0.86,0.542,0
Myles Turner,2016-17,20,IND,NBA,81,2541,81,8.7,17.1,8.0,14.9,0.8,2.3,4.8,6.0,2.7,8.9,11.6,2.1,1.5,3.4,2.1,5.2,23.1,0.511,0.536,0.348,0.534,0.809,0.585,0
P.J. Tucker,2015-16,30,PHO,NBA,82,2540,80,4.6,11.2,3.3,7.2,1.3,4.0,2.0,2.7,3.2,6.7,9.8,3.4,2.0,0.4,2.1,3.9,12.5,0.411,0.455,0.33,0.469,0.746,0.506,0
Josh Richardson,2018-19,25,MIA,NBA,73,2539,73,8.1,19.7,5.0,10.9,3.2,8.9,3.8,4.4,1.0,4.0,5.1,5.7,1.5,0.7,2.2,3.8,23.3,0.412,0.458,0.35700000000000004,0.4920000000000001,0.861,0.536,0
Carmelo Anthony,2016-17,32,NYK,NBA,74,2538,74,11.9,27.4,8.9,19.1,3.0,8.3,6.0,7.2,1.2,7.4,8.6,4.2,1.2,0.7,3.0,3.9,32.7,0.433,0.466,0.359,0.488,0.833,0.535,0
Rajon Rondo,2015-16,29,SAC,NBA,72,2537,72,6.7,14.8,5.5,11.6,1.2,3.2,1.6,2.8,1.5,6.8,8.2,15.9,2.7,0.2,5.3,3.3,16.3,0.454,0.479,0.365,0.494,0.58,0.506,0
Avery Bradley,2015-16,25,BOS,NBA,76,2536,72,8.8,19.6,5.9,11.8,2.8,7.8,1.8,2.4,0.9,3.3,4.2,3.0,2.2,0.4,2.1,3.2,22.2,0.447,0.505,0.361,0.52,0.78,0.5379999999999999,0
Harrison Barnes,2018-19,26,TOT,NBA,77,2533,77,8.1,19.4,4.8,11.0,3.3,8.3,4.3,5.2,1.1,5.7,6.8,2.2,0.9,0.2,1.8,2.3,23.8,0.42,0.439,0.395,0.504,0.8240000000000001,0.55,0
Kevin Love,2014-15,26,CLE,NBA,75,2532,75,8.5,19.5,5.5,11.5,3.0,8.0,5.3,6.6,2.9,12.1,15.0,3.4,1.0,0.8,2.5,2.9,25.2,0.434,0.48,0.3670000000000001,0.509,0.804,0.562,0
Robert Covington,2017-18,27,PHI,NBA,80,2532,80,6.6,15.9,2.7,5.4,3.9,10.4,2.2,2.6,1.0,7.2,8.2,3.0,2.6,1.4,2.4,4.5,19.2,0.413,0.4970000000000001,0.369,0.534,0.853,0.563,0
Chris Bosh,2013-14,29,MIA,NBA,79,2531,79,10.2,19.8,8.7,15.3,1.5,4.5,4.6,5.7,2.0,8.8,10.9,1.8,1.7,1.6,2.6,4.0,26.6,0.516,0.569,0.339,0.555,0.82,0.597,0
Marc Gasol,2016-17,32,MEM,NBA,74,2531,74,10.9,23.8,8.8,18.3,2.1,5.5,5.7,6.8,1.2,8.3,9.5,6.9,1.4,2.0,3.4,3.5,29.7,0.459,0.48,0.388,0.503,0.8370000000000001,0.5539999999999999,0
Rudy Gay,2013-14,27,TOT,NBA,73,2531,73,10.9,23.9,9.6,19.9,1.3,4.0,6.4,7.8,2.3,6.6,8.8,4.2,1.9,1.1,4.5,3.5,29.5,0.455,0.481,0.33,0.483,0.8220000000000001,0.54,0
Carmelo Anthony,2015-16,31,NYK,NBA,72,2530,72,11.5,26.6,9.4,20.3,2.1,6.3,6.8,8.2,2.0,9.3,11.3,6.1,1.3,0.8,3.6,3.7,32.0,0.434,0.463,0.339,0.474,0.8290000000000001,0.53,0
Bradley Beal,2013-14,20,WAS,NBA,73,2530,73,9.8,23.4,7.0,16.4,2.8,7.0,3.0,3.8,1.1,4.5,5.6,4.9,1.4,0.4,2.6,3.1,25.4,0.419,0.426,0.402,0.479,0.7879999999999999,0.507,0
Metta World Peace,2012-13,33,LAL,NBA,75,2530,66,6.7,16.6,3.8,8.3,2.8,8.3,2.5,3.4,2.0,5.4,7.5,2.3,2.5,0.8,2.0,4.0,18.7,0.403,0.464,0.342,0.488,0.7340000000000001,0.517,0
Nikola Vučević,2014-15,24,ORL,NBA,74,2529,74,12.8,24.4,12.7,24.3,0.0,0.1,3.3,4.4,4.8,11.6,16.4,3.0,1.1,1.1,3.0,4.4,28.9,0.523,0.524,0.333,0.524,0.752,0.5479999999999999,0
Kentavious Caldwell-Pope,2016-17,23,DET,NBA,76,2529,75,7.4,18.5,4.3,9.8,3.1,8.7,3.1,3.7,1.1,3.9,5.0,3.9,1.8,0.2,1.7,2.4,20.9,0.399,0.442,0.35,0.481,0.8320000000000001,0.519,0
